Description,Price (Rs.),Rating,Review,URL
"Whirlpool 340 L 3 Star Inverter Frost-Free Double Door Refrigerator (INTELLIFRESH INV CNV 355 3S, German Steel, Convertible)","32,990",3.9 out of 5 stars,221,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A01730562IQPLSHOR6VHY&url=%2FWhirlpool-Refrigerator-INV-CNV-355%2Fdp%2FB083JNJZ9Y%2Fref%3Dsr_1_1_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575466%26sr%3D8-1-spons%26psc%3D1&qualifier=1613575465&id=6798005266573332&widgetName=sp_atf
"Haier 195 L 4 Star Direct Cool Single Door Refrigerator (HRD-1954PMG-F, Mirror Glass, Base drawer)","17,090",4.1 out of 5 stars,157,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_aps_sr_pg1_1?ie=UTF8&adId=A041847986E5MHGLBPL0&url=%2FHaier-Direct-Single-Refrigerator-HRD-1955PMG%2Fdp%2FB07Q75G16Y%2Fref%3Dsr_1_2_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575466%26sr%3D8-2-spons%26psc%3D1&qualifier=1613575465&id=6798005266573332&widgetName=sp_atf
"Godrej 190 L 2 Star Direct-Cool Single Door Refrigerator (RD 1902 EW 23 STL WN, Steel Wine)","11,990",4.1 out of 5 stars,99,https://www.amazon.in/Godrej-Direct-Cool-Refrigerator-1902-STL/dp/B086191HJP/ref=sr_1_3?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-3
"Samsung 192 L 2 Star Direct Cool Single Door Refrigerator (RR19T241BSE/NL, Elective Silver)","11,990",4.2 out of 5 stars,426,https://www.amazon.in/Samsung-Refrigerator-RR19T241BSE-NL-Elective/dp/B083463ZP4/ref=sr_1_4?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-4
"Whirlpool 200 L 4 Star Inverter Direct-Cool Single Door Refrigerator (215 ICEMAGIC PRO ROY 4S INV, Sapphire Mulia, Base Stand)","17,240",4.1 out of 5 stars,136,https://www.amazon.in/Whirlpool-Refrigerator-215-ROY-INV/dp/B08CS3FKFY/ref=sr_1_5?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-5
"Whirlpool 190 L 3 Star Direct-Cool Single Door Refrigerator (WDE 205 CLS 3S, Blue)","11,990",4.1 out of 5 stars,"3,251",https://www.amazon.in/Whirlpool-Refrigerator-WDE-205-CLS/dp/B083KVZQ7Z/ref=sr_1_6?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-6
"Haier 195 L 4 Star Direct-Cool Single-Door Refrigerator (HED- 20CFDS, Dazzle Steel)","13,799",4.1 out of 5 stars,"1,128",https://www.amazon.in/Haier-Direct-Cool-Single-Door-Refrigerator-20CFDS/dp/B084496YFG/ref=sr_1_7?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-7
"Godrej 190 L 5 Star Inverter Direct-Cool Single Door Refrigerator with Base Drawer (RD 1905 PTDI 53 JW BL, Jewel Blue)","16,790",4.2 out of 5 stars,365,https://www.amazon.in/Godrej-Direct-Cool-Refrigerator-1905-PTDI/dp/B089ZDNWW8/ref=sr_1_8?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-8
"Haier 181 L 2 Star Direct-Cool Single Door Refrigerator (HED-1812BKS-E, Black Brushline)","10,490",4.0 out of 5 stars,419,https://www.amazon.in/Haier-Direct-Cool-Refrigerator-HED-1812BKS-Brushline/dp/B08448V646/ref=sr_1_9?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-9
"Samsung 198 L 5 Star Inverter Direct Cool Single Door Refrigerator(RR21T2H2WCU/HL, Camellia Blue, Base Stand with Drawer)","17,790",4.3 out of 5 stars,600,https://www.amazon.in/Samsung-Inverter-Refrigerator-RR21T2H2WCU-HL/dp/B08345J6G3/ref=sr_1_10?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-10
"Haier 195 L 4 Star Direct-Cool Single Door Refrigerator (HRD-1954CSG-E, Black Spiral Glass)","15,390",4.1 out of 5 stars,72,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A041819924G4I4A6SSZE3&url=%2FHaier-Direct-Cool-Single-Refrigerator-HRD-1954CSG%2Fdp%2FB084HZX8XB%2Fref%3Dsr_1_11_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575466%26sr%3D8-11-spons%26psc%3D1&qualifier=1613575465&id=6798005266573332&widgetName=sp_mtf
"Haier 195 L 3 Star Direct-Cool Single Door Refrigerator (HRD-1953CRS-E, Red Serenity)","12,385",3.9 out of 5 stars,34,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg1_1?ie=UTF8&adId=A07455541S8R7D1231ZMY&url=%2FHaier-Direct-Cool-Refrigerator-HRD-1953CRS-Serenity%2Fdp%2FB084497PXQ%2Fref%3Dsr_1_12_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575466%26sr%3D8-12-spons%26psc%3D1&qualifier=1613575465&id=6798005266573332&widgetName=sp_mtf
"LG 260 L 3 Star Frost Free Double Door Refrigerator (GL-I292RPZL, Shiny Steel, Smart Inverter Compressor)","23,790",4.3 out of 5 stars,"2,452",https://www.amazon.in/LG-Refrigerator-GL-I292RPZL-APZZEBN-Inverter-Compressor/dp/B01DM8HR1Q/ref=sr_1_13?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-13
"Whirlpool 190 L 3 Star Direct-Cool Single Door Refrigerator (WDE 205 CLS PLUS 3S SAPPHIRE TWINKLE, Sapphire Twinkle)","12,490",4.1 out of 5 stars,73,https://www.amazon.in/Whirlpool-WDE-PLUS-SAPPHIRE-TWINKLE/dp/B08DYNRWRD/ref=sr_1_14?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-14
"Whirlpool 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator (WDE 205 ROY 4S INV, Sapphire Radiance, Inverter Compressor) with Base-Drawer","15,490",4.2 out of 5 stars,567,https://www.amazon.in/Whirlpool-WDE-205-ROY-INV/dp/B083KQFY62/ref=sr_1_15?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-15
"Haier 190 L 2 Star Direct-Cool Single Door Refrigerator (HED-19TMS, Moon Silver)","10,890",4.0 out of 5 stars,114,https://www.amazon.in/Haier-Direct-Cool-Single-Refrigerator-HED-19TMS/dp/B08448SX5Z/ref=sr_1_16?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-16
"Haier 190 L 2 Star Direct-Cool Single Door Refrigerator (HED-19TBR, Burgundy Red)","11,399",4.1 out of 5 stars,421,https://www.amazon.in/Haier-Direct-Cool-Refrigerator-HED-19TBR-Burgundy/dp/B08448TTJH/ref=sr_1_17?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-17
"Whirlpool 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator (WDE 205 PRM 4S INV, Sapphire Radiance, Inverter Compressor)","14,490",4.2 out of 5 stars,245,https://www.amazon.in/Whirlpool-WDE-205-PRM-INV/dp/B083KQFY5R/ref=sr_1_18?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-18
"Hisense 44 L 1 Star Direct-Cool Single Door Minibar Refrigerator with reversible door (RR60D4ASB1, Silver)","6,890",4.1 out of 5 stars,17,https://www.amazon.in/Hisense-Direct-Cool-Refrigerator-reversible-RR60D4ASB1/dp/B088X2FSPV/ref=sr_1_19?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-19
"Whirlpool 190 L 3 Star Direct-Cool Single Door Refrigerator (WDE 205 CLS 3S, Grey)","11,990",4.1 out of 5 stars,"1,810",https://www.amazon.in/Whirlpool-Refrigerator-WDE-205-CLS/dp/B0842QYCRZ/ref=sr_1_20?dchild=1&keywords=refrigerator&qid=1613575466&sr=8-20
"Haier 190 L 2 Star Direct-Cool Single Door Refrigerator (HED-19TMS, Moon Silver)","10,890",4.0 out of 5 stars,114,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A024988919H8YRDY2S5F2&url=%2FHaier-Direct-Cool-Single-Refrigerator-HED-19TMS%2Fdp%2FB08448SX5Z%2Fref%3Dsr_1_21_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575466%26sr%3D8-21-spons%26psc%3D1&qualifier=1613575465&id=6798005266573332&widgetName=sp_btf
"Samsung 314 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT34T46326W/HL, Mystic Overlay White, Convertible)","33,490",2.8 out of 5 stars,3,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg1_1?ie=UTF8&adId=A015739823LSUNL0YXCZ0&url=%2FSamsung-Frost-Free-Refrigerator-RT34T46326W-Convertible%2Fdp%2FB0846CTVMN%2Fref%3Dsr_1_22_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575466%26sr%3D8-22-spons%26psc%3D1&qualifier=1613575465&id=6798005266573332&widgetName=sp_btf
AmazonBasics 564 L Frost Free Side-by-Side Refrigerator with Water Dispenser (Black Glass Door),"44,175",4.0 out of 5 stars,679,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A064387226MPBI3BTS6FC&url=%2FAmazonBasics-Frost-Side-Refrigerator-Dispenser%2Fdp%2FB07R9NJCVZ%2Fref%3Dsr_1_17_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575469%26smid%3DAT95IG9ONZD7S%26sr%3D8-17-spons%26psc%3D1&qualifier=1613575469&id=2311718605245535&widgetName=sp_atf_next
"Whirlpool 300 L Frost Free Multi-Door Refrigerator(FP 313D Protton Roy, Alpha Steel)","30,490",3.9 out of 5 stars,496,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg2_1?ie=UTF8&adId=A017355633W7H4A85B5K2&url=%2FWhirlpool-Refrigerator-313D-Protton-Roy%2Fdp%2FB078YJ5SW8%2Fref%3Dsr_1_18_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575469%26sr%3D8-18-spons%26psc%3D1&qualifier=1613575469&id=2311718605245535&widgetName=sp_atf_next
"Croma 90 L 1 Star Direct Cool Single Door Refrigerator (CRAR0219, White)","9,490",3.6 out of 5 stars,28,https://www.amazon.in/Croma-Single-Refrigerator-CRAR0219-White/dp/B07N85123C/ref=sr_1_19?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-19
"Whirlpool 215 L 5 Star Inverter Direct-Cool Single Door Refrigerator (230 IMPRO ROY 5S INV SAPPHIRE ABYSS, Sapphire Abyss)","19,240",4.1 out of 5 stars,82,https://www.amazon.in/Whirlpool-230-IMPRO-SAPPHIRE-ABYSS/dp/B086H3NR1F/ref=sr_1_20?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-20
"Haier 170 L 2 Star Direct-Cool Single Door Refrigerator (HED-17TMS, Moon Silver)","10,190",4.1 out of 5 stars,"1,111",https://www.amazon.in/Haier-Direct-Cool-Single-Refrigerator-HED-17TMS/dp/B084491T59/ref=sr_1_21?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-21
"Samsung 275L 3 Star Inverter Frost Free Double Door Refrigerator (RT30T3743S9/HL, Refined Inox, Convertible)","26,990",4.2 out of 5 stars,210,https://www.amazon.in/Samsung-Refrigerator-RT30T3743S9-HL-Convertible/dp/B0834624G1/ref=sr_1_22?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-22
"Godrej 190 L 5 Star Inverter Direct-Cool Single Door Refrigerator (RD 1905 PTI 53 SI ST, Sleek Steel)","15,790",4.0 out of 5 stars,198,https://www.amazon.in/Godrej-Direct-Cool-Refrigerator-1905-PTI/dp/B0897ZLHNW/ref=sr_1_23?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-23
"Whirlpool 215 L 5 Star Inverter Direct-Cool Single Door Refrigerator (230 IMPRO PRM 5S INV, Sapphire Abyss)","18,240",4.4 out of 5 stars,12,https://www.amazon.in/Whirlpool-230-IMPRO-PRM-INV/dp/B086H1P31K/ref=sr_1_24?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-24
"LG 215 L 4 Star Inverter Direct Cool Single Door Refrigerator (GL-B221APZY, Shiny Steel)","15,990",4.2 out of 5 stars,144,https://www.amazon.in/LG-Refrigerator-GL-B221APZY-DPZZEBN-Inverter-Compressor/dp/B079QY27NK/ref=sr_1_25?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-25
"Whirlpool 190 L 3 Star Direct-Cool Single Door Refrigerator (WDE 205 CLS 3S, Wine)","11,990",4.1 out of 5 stars,729,https://www.amazon.in/Whirlpool-Refrigerator-WDE-205-CLS/dp/B083KSSS1H/ref=sr_1_26?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-26
"Samsung 244L 3 Star Inverter Frost Free Double Door Refrigerator (RT28T3523S8/HL, Elegant Inox, Curd Maestro)","25,990",4.2 out of 5 stars,"2,139",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A01580783E0FHOJVDFJNL&url=%2FSamsung-Inverter-Refrigerator-RT28T3523S8-HL%2Fdp%2FB08345R1ZN%2Fref%3Dsr_1_27_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575469%26sr%3D8-27-spons%26psc%3D1&qualifier=1613575469&id=2311718605245535&widgetName=sp_mtf
"Whirlpool 265 L 3 Star Inverter Frost-Free Double Door Refrigerator (INTELLIFRESH INV CNV 278 3S, German Steel, Convertible)","25,490",4.1 out of 5 stars,841,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg2_1?ie=UTF8&adId=A01734003EGQVJVEJ7WOW&url=%2FWhirlpool-Refrigerator-INV-CNV-278%2Fdp%2FB083JN87RJ%2Fref%3Dsr_1_28_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575469%26sr%3D8-28-spons%26psc%3D1&qualifier=1613575469&id=2311718605245535&widgetName=sp_mtf
"Samsung 212 L 3 Star Inverter Direct Cool Single Door Refrigerator(RR22T272YS8/NL, Elegant Inox)","15,590",3.9 out of 5 stars,291,https://www.amazon.in/Samsung-Inverter-Refrigerator-RR22T272YS8-NL/dp/B08346GJTN/ref=sr_1_29?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-29
"Godrej 190 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RD 1903 PTI 33 DR BL, Royal Drenim, Inverter Compressor)","13,490",3.8 out of 5 stars,191,https://www.amazon.in/Godrej-Direct-Cool-Refrigerator-1903-PTI/dp/B083SRCK9N/ref=sr_1_30?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-30
"Godrej 260 L 3 Star Inverter Frost-Free Double Door Refrigerator (RF EON 260C 35 RCIF ST RH, Steel Rush, 6 in 1 Convertible)","23,790",3.9 out of 5 stars,165,https://www.amazon.in/Godrej-Refrigerator-EON-260C-RCIF/dp/B08CS43KGC/ref=sr_1_31?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-31
"Whirlpool 200 L 3 Star Direct-Cool Single Door Refrigerator (215 IMPRO ROY 3S PURPLE MULIA, Purple Mulia)","15,240",4.0 out of 5 stars,38,https://www.amazon.in/Whirlpool-215-IMPRO-PURPLE-MULIA/dp/B0851VBJR5/ref=sr_1_32?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-32
"Samsung 192 L 4 Star Inverter Direct Cool Single Door Refrigerator(RR20T182XR8/HL, Blooming Saffron Red, Base Stand with Drawer)","15,990",4.2 out of 5 stars,394,https://www.amazon.in/Samsung-Inverter-Refrigerator-RR20T182XR8-HL/dp/B08345SMSM/ref=sr_1_33?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-33
"Whirlpool 240 L Frost Free Multi-Door Refrigerator(FP 263D Protton Roy, Alpha Steel)","24,480",4.1 out of 5 stars,631,https://www.amazon.in/Whirlpool-Refrigerator-263D-Protton-Roy/dp/B078YHT1FR/ref=sr_1_34?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-34
"Bosch 327 L 3 Star Inverter Frost-Free Double Door Refrigerator (KDN42UL30I, Mettalic)","32,490",3.2 out of 5 stars,28,https://www.amazon.in/Bosch-Inverter-Frost-Free-Refrigerator-KDN42UL30I/dp/B08D1DCQV8/ref=sr_1_35?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-35
"Whirlpool 265 L 3 Star Inverter Frost-Free Double Door Refrigerator (INTELLIFRESH INV CNV 278 3S, Black Sparkle, Convertible)","24,990",4.0 out of 5 stars,409,https://www.amazon.in/Whirlpool-Refrigerator-INV-CNV-278/dp/B083JNGPHH/ref=sr_1_36?dchild=1&keywords=refrigerator&qid=1613575469&sr=8-36
"Haier 181 L 2 Star Direct-Cool Single Door Refrigerator (HED-1812BKS-E, Black Brushline)","10,490",4.0 out of 5 stars,419,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A074607832BDAFUS9YXEP&url=%2FHaier-Direct-Cool-Refrigerator-HED-1812BKS-Brushline%2Fdp%2FB08448V646%2Fref%3Dsr_1_37_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575469%26sr%3D8-37-spons%26psc%3D1&qualifier=1613575469&id=2311718605245535&widgetName=sp_btf
"Haier 195 L 4 Star Direct-Cool Single-Door Refrigerator (HED- 20CFDS, Dazzle Steel)","13,799",4.1 out of 5 stars,"1,128",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A07985972RZG530W4K34&url=%2FHaier-Direct-Cool-Single-Door-Refrigerator-20CFDS%2Fdp%2FB084496YFG%2Fref%3Dsr_1_38_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575469%26sr%3D8-38-spons%26psc%3D1&qualifier=1613575469&id=2311718605245535&widgetName=sp_btf
"Panasonic 307 L 3 Star 6-Stage Inverter Frost-Free Double Door Refrigerator (NR-MBG31VSS3, Shining Silver, Jumbo Vegetable Basket)","28,490",4.5 out of 5 stars,36,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0426902ZHYEFVGNXJHX&url=%2FPanasonic-Frost-Free-Refrigerator-NR-MBG31VSS3-Vegetable%2Fdp%2FB089MF7NR8%2Fref%3Dsr_1_33_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575472%26sr%3D8-33-spons%26psc%3D1&qualifier=1613575472&id=72985800975999&widgetName=sp_atf_next
"Samsung 314 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT34T46324R/HL, Rythmic Twirl Red, Convertible)","35,300",3.9 out of 5 stars,16,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A01575541RBREXORMXGPM&url=%2FSamsung-Frost-Free-Refrigerator-RT34T46324R-Convertible%2Fdp%2FB0846CYS59%2Fref%3Dsr_1_34_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575472%26sr%3D8-34-spons%26psc%3D1&qualifier=1613575472&id=72985800975999&widgetName=sp_atf_next
"LG 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator (GL-D201ASCY, Scarlet Charm)","14,990",4.4 out of 5 stars,339,https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-D201ASCY/dp/B084YC1FHT/ref=sr_1_36?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-36
"Samsung 220 L 4 Star Inverter Direct Cool Single Door Refrigerator(RR23A2J3XBZ/HL, Midnight Blossom Black, Digi-Touch Cool, Curd Maestro)","20,690",,,https://www.amazon.in/Samsung-Refrigerator-RR23A2J3XBZ-HL-Digi-Touch/dp/B08SM5YQK2/ref=sr_1_37?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-37
"Godrej 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator (RD 1904 PTDI 43 GL BL, Glass Blue)","14,190",3.9 out of 5 stars,66,https://www.amazon.in/Godrej-Direct-Cool-Refrigerator-1904-PTDI/dp/B08618XBZC/ref=sr_1_38?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-38
"Samsung 192 L 4 Star Inverter Direct Cool Single Door Refrigerator(RR20T1Y2XR8/HL, Blooming Saffron Red)","15,290",4.2 out of 5 stars,340,https://www.amazon.in/Samsung-Inverter-Refrigerator-RR20T1Y2XR8-HL/dp/B08346FYDH/ref=sr_1_39?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-39
"Whirlpool 215 L 5 Star Inverter Direct-Cool Single Door Refrigerator (230 IMPRO PRM 5S INV ALPHA STEEL, Alpha Steel)","17,740",3.1 out of 5 stars,21,https://www.amazon.in/Whirlpool-230-IMPRO-ALPHA-STEEL/dp/B087MDWQMX/ref=sr_1_40?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-40
"LG 190 L 4 Star Inverter Direct Cool Single Door Refrigerator (GL-D201APZY, Shiny Steel)","15,190",4.4 out of 5 stars,143,https://www.amazon.in/LG-Refrigerator-GL-D201APZY-Inverter-Compressor/dp/B079QNTQ84/ref=sr_1_41?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-41
"Samsung 253L 3 Star Inverter Frost Free Double Door Refrigerator (RT28T3483S8/HL, Elegant Inox)","23,490",4.2 out of 5 stars,"2,139",https://www.amazon.in/Samsung-Inverter-Refrigerator-RT28T3483S8-HL/dp/B083461G9M/ref=sr_1_42?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-42
AmazonBasics 564 L Frost Free Side-by-Side Refrigerator with Water Dispenser (Silver Steel Finish),"45,499",4.0 out of 5 stars,679,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A07759581GU237VRQ8DZQ&url=%2FAmazonBasics-Refrigerator-Dispenser-Silver-Finish%2Fdp%2FB07R9NJFYF%2Fref%3Dsr_1_43_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575472%26sr%3D8-43-spons%26psc%3D1&qualifier=1613575472&id=72985800975999&widgetName=sp_mtf
"Haier 170 L 2 Star Direct-Cool Single Door Refrigerator (HED-17TMS, Moon Silver)","10,190",4.1 out of 5 stars,"1,111",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A07458342KNS2JSVKC3EC&url=%2FHaier-Direct-Cool-Single-Refrigerator-HED-17TMS%2Fdp%2FB084491T59%2Fref%3Dsr_1_44_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575472%26sr%3D8-44-spons%26psc%3D1&qualifier=1613575472&id=72985800975999&widgetName=sp_mtf
"Haier 53 L 2 Star Direct-Cool Single Door Desktop Fridge (HR-65KS, Black)","8,603",3.9 out of 5 stars,"1,741",https://www.amazon.in/Haier-Direct-Cool-Single-Desktop-HR-65KS/dp/B08LF1Z4S2/ref=sr_1_45?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-45
"Godrej 236 L 2 Star Inverter Frost-Free Double Door Refrigerator (RF EON 236B 25 HI SC DR, Scarlet Dremin)","19,290",4.1 out of 5 stars,390,https://www.amazon.in/Godrej-Frost-Free-Refrigerator-EON-236B/dp/B083SQK6GH/ref=sr_1_46?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-46
"Croma 50 L Direct Cool Single Door Refrigerator (CRAR0218, Silver)","7,990",3.7 out of 5 stars,38,https://www.amazon.in/Croma-50ltr-DC-REF-CRAR0218/dp/B07N84PLQC/ref=sr_1_47?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-47
Godrej 30 L Qube Personal Cooling Solution,"6,790",3.6 out of 5 stars,271,https://www.amazon.in/Godrej-Qube-Personal-Cooling-Solution/dp/B07R3WXXH5/ref=sr_1_48?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-48
"Whirlpool 215 L 5 Star Inverter Direct-Cool Single Door Refrigerator (230 ICEMAGIC PRO ROY 5S INV, Sapphire Flume, Base Stand)","19,240",4.1 out of 5 stars,109,https://www.amazon.in/Whirlpool-Refrigerator-230-ROY-INV/dp/B08CRZ9D1G/ref=sr_1_49?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-49
"LG 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator (GL-D201ABGY, Blue Glow)","16,399",4.2 out of 5 stars,62,https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-D201ABGY/dp/B07WL3XKTL/ref=sr_1_50?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-50
"Haier 258 L 3 Star Inverter Frost-Free Double Door Refrigerator (HEF-25TDS, Dazzle Steel, Convertible)","21,990",4.2 out of 5 stars,539,https://www.amazon.in/Haier-Frost-Free-Refrigerator-HEF-25TDS-Convertible/dp/B08448TTJM/ref=sr_1_51?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-51
"Whirlpool 265 L 2 Star Frost-Free Double Door Refrigerator (NEOFRESH DF 278 PRM 2S, German Steel)","21,990",4.1 out of 5 stars,367,https://www.amazon.in/Whirlpool-Frost-Free-Refrigerator-NEOFRESH-PRM/dp/B083JNJRS5/ref=sr_1_52?dchild=1&keywords=refrigerator&qid=1613575472&sr=8-52
"Haier 190 L 2 Star Direct-Cool Single Door Refrigerator (HED-19TBR, Burgundy Red)","11,399",4.1 out of 5 stars,421,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A0250077FHOKXIEEV254&url=%2FHaier-Direct-Cool-Refrigerator-HED-19TBR-Burgundy%2Fdp%2FB08448TTJH%2Fref%3Dsr_1_53_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575472%26sr%3D8-53-spons%26psc%3D1&qualifier=1613575472&id=72985800975999&widgetName=sp_btf
"Whirlpool 265 L 2 Star Frost-Free Double Door Refrigerator (NEOFRESH 278LH PRM 2S, German Steel)","21,490",3.9 out of 5 stars,9,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A01730003TTR2IXG6PNGT&url=%2FWhirlpool-Frost-Free-Refrigerator-278LH-PRM%2Fdp%2FB08CSCZL2J%2Fref%3Dsr_1_54_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575472%26sr%3D8-54-spons%26psc%3D1&qualifier=1613575472&id=72985800975999&widgetName=sp_btf
"Whirlpool 292 L 3 Star Inverter Frost-Free Double Door Refrigerator (INTELLIFRESH INV CNV 305 3S, German Steel, Convertible)","27,990",4.1 out of 5 stars,538,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0902393WBI5OQWW1SSB&url=%2FWhirlpool-Refrigerator-INV-CNV-305%2Fdp%2FB083JPCL8Z%2Fref%3Dsr_1_49_sspa%3Fdchild%3D1%26keywords%3Drefrigerator%26qid%3D1613575475%26sr%3D8-49-spons%26psc%3D1&qualifier=1613575475&id=8109834067073296&widgetName=sp_atf_next
