Description,Price (Rs.),Rating,Review,URL
"Haier 276 L 3 Star Inverter Frost-Free Double Door Refrigerator (HRB-2964PMG-E, Silver)","30,990",4.1 out of 5 stars,46,https://www.amazon.in/Haier-Inverter-Frost-Free-Refrigerator-HRB-2964PMG/dp/B07TWLXHP2/ref=sr_1_215?dchild=1&keywords=refrigerator&qid=1613575507&sr=8-215
"LG 188 L 2 Star ( 2019 ) Direct Cool Single Door Refrigerator(GL-B191KRLV, Ruby Luster)","12,304",4.6 out of 5 stars,10,https://www.amazon.in/LG-Direct-Single-Refrigerator-GL-B191KRLV/dp/B0753PLLX6/ref=sr_1_216?dchild=1&keywords=refrigerator&qid=1613575507&sr=8-216
"Panasonic 194 L 3 Star Inverter Direct-Cool Single Door Refrigerator (NR-A193VAX1, Blue Hairline)","14,490",5.0 out of 5 stars,2,https://www.amazon.in/Panasonic-Inverter-Direct-Cool-Refrigerator-NR-A193VAX1/dp/B084K354BF/ref=sr_1_217?dchild=1&keywords=refrigerator&qid=1613575507&sr=8-217
"Samsung 275L 3 Star Inverter Frost Free Double Door Refrigerator (RT30T3443S9/HL, Refined Inox)","25,290",4.1 out of 5 stars,278,https://www.amazon.in/Samsung-Inverter-Refrigerator-RT30T3443S9-HL/dp/B08346HPXM/ref=sr_1_218?dchild=1&keywords=refrigerator&qid=1613575507&sr=8-218
"Samsung 255 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RR26T373YU8/HL, Saffron Blue)","20,900",5.0 out of 5 stars,1,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR26T373YU8-HL/dp/B0845BT9MJ/ref=sr_1_219?dchild=1&keywords=refrigerator&qid=1613575507&sr=8-219
"Godrej 210 L 3 Star Direct-Cool Single Door Refrigerator (RD EDGEPRO 225C 33 TAF ZN BL , Zen Blue)","14,990",,,https://www.amazon.in/Godrej-EDGEPRO-225C-TAF-BL/dp/B088BKNM3M/ref=sr_1_220?dchild=1&keywords=refrigerator&qid=1613575507&sr=8-220
"LG 360 L 3 Star Inverter Frost-Free Double Door Refrigerator (GL-T402JRS3, Russet Sheen)","44,499",5.0 out of 5 stars,1,https://www.amazon.in/LG-Inverter-Frost-Free-Refrigerator-GL-T402JRS3/dp/B08HWQWK9H/ref=sr_1_221?dchild=1&keywords=refrigerator&qid=1613575507&sr=8-221
"LG 335 L 3 Star Inverter Frost-Free Double Door Refrigerator (GL-T372JDS3, Dazzle Steel, Convertible)","36,990",4.5 out of 5 stars,117,https://www.amazon.in/LG-Frost-Free-Refrigerator-GL-T372JDS3-Convertible/dp/B084TH4783/ref=sr_1_222?dchild=1&keywords=refrigerator&qid=1613575507&sr=8-222
"Haier 242 L 3 Star Inverter Direct-Cool Single Door Refrigerator (HRD-2423PIS-E, Inox Steel)","17,990",,,https://www.amazon.in/Haier-Inverter-Direct-Cool-Refrigerator-HRD-2423PIS/dp/B088PGJMT7/ref=sr_1_223?dchild=1&keywords=refrigerator&qid=1613575507&sr=8-223
"Haier 192 L 3 Star 2020 Direct-Cool Single-Door Refrigerator (HRD-1923PMG-E, Mirror Glass)","16,500",3.2 out of 5 stars,2,https://www.amazon.in/Haier-Direct-Cool-Single-Door-Refrigerator-HRD-1923PMG/dp/B084V77Z76/ref=sr_1_224?dchild=1&keywords=refrigerator&qid=1613575507&sr=8-224
"Samsung 230 L 3 Star Inverter Direct Cool Single Door Refrigerator (RR24A282YCR/NL, Camellia Purple, base stand drawer)","17,490",,,https://www.amazon.in/Samsung-Inverter-Refrigerator-RR24A282YCR-NL/dp/B08SW2T8NK/ref=sr_1_225?dchild=1&keywords=refrigerator&qid=1613575511&sr=8-225
"Samsung 198 L 4 Star Inverter Direct-Cool Single Door Refrigerator (RR21T2H2XCB/HL, Camellia Black, Base Stand with Drawer)","16,990",4.7 out of 5 stars,5,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR21T2H2XCB-HL/dp/B084461SF4/ref=sr_1_226?dchild=1&keywords=refrigerator&qid=1613575511&sr=8-226
AmazonBasics 564 L Frost Free Side-by-Side Refrigerator with Water Dispenser (Black Glass Door),"44,175",4.0 out of 5 stars,679,https://www.amazon.in/AmazonBasics-Frost-Side-Refrigerator-Dispenser/dp/B07R9NJCVZ/ref=sr_1_227_mod_primary_lightning_deal?dchild=1&keywords=refrigerator&qid=1613575511&sbo=Tc8eqSFhUl4VwMzbE4fw%2Fw%3D%3D&smid=AT95IG9ONZD7S&sr=8-227
Voltas Beko 195 L 2 Star Direct Cool Refrigerator (Belus Wine) (2020) RDC215DBWRX,"12,159",,,https://www.amazon.in/Voltas-Beko-Direct-Refrigerator-RDC215DBWRX/dp/B08HCSLQXG/ref=sr_1_228?dchild=1&keywords=refrigerator&qid=1613575511&sr=8-228
"(Renewe) Whirlpool 190 L Direct-cool Single Door Refrigerator With Toughened Glass Shelves (Wde 205 Cls Plus 2s, 2 Star Rating, Wine Fiesta)","12,225",,,https://www.amazon.in/Whirlpool-Direct-cool-Refrigerator-Toughened-205/dp/B08QW5NBY9/ref=sr_1_229?dchild=1&keywords=refrigerator&qid=1613575511&sr=8-229
"Samsung 198 L 4 Star Inverter Direct-Cool Single Door Refrigerator (RR21T2G2XCB/HL, Camellia Black)","16,500",,,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR21T2G2XCB-HL/dp/B08445YZXK/ref=sr_1_231?dchild=1&keywords=refrigerator&qid=1613575511&sr=8-231
"Voltas Beko 185L 2 Star Direct-Cool Single Door Refrigerator (RDC205DKPRX,Kassia Purple) 2020","11,899",3.8 out of 5 stars,3,https://www.amazon.in/Voltas-Beko-Direct-Cool-Refrigerator-RDC205DKPRX/dp/B08JCVNVV3/ref=sr_1_232?dchild=1&keywords=refrigerator&qid=1613575511&sr=8-232
"LG 188 L 2 Star Inverter Direct-Cool Single-Door Refrigerator (GL-B191KDSW, Dazzle Steel)","13,541",3.9 out of 5 stars,43,https://www.amazon.in/LG-Direct-Cool-Single-Door-Refrigerator-GL-B191KDSW/dp/B07GLLPPBM/ref=sr_1_233?dchild=1&keywords=refrigerator&qid=1613575511&sr=8-233
"Samsung 215 L 3 Star Inverter Direct-Cool Double Door Refrigerator (RR22T382YDX/HL, Luxe Brown)","17,500",,,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR22T382YDX-HL/dp/B086ZWTP53/ref=sr_1_234?dchild=1&keywords=refrigerator&qid=1613575511&sr=8-234
"Samsung 198 L 4 Star Inverter Direct-Cool Single Door Refrigerator (RR21T2G2XNV/HL, Inox Wave)","15,990",3.9 out of 5 stars,10,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR21T2G2XNV-HL/dp/B084461ZPR/ref=sr_1_235?dchild=1&keywords=refrigerator&qid=1613575511&sr=8-235
(Renewed) Samsung 192 L 4 Star Inverter Direct Cool Single Door Refrigerator (Elegant Inox),"13,337",,,https://www.amazon.in/Renewed-Samsung-Inverter-Refrigerator-Elegant/dp/B08CDWV7TF/ref=sr_1_236?dchild=1&keywords=refrigerator&qid=1613575511&sr=8-236
"Panasonic 194 L 3 Star Inverter Direct-Cool Single Door Refrigerator (NR-A193VFMX1, Maroon Floral)","15,453",5.0 out of 5 stars,1,https://www.amazon.in/Panasonic-Inverter-Direct-Cool-Refrigerator-NR-A193VFMX1/dp/B084HVVRJT/ref=sr_1_237?dchild=1&keywords=refrigerator&qid=1613575511&sr=8-237
"Haier 258 L 2 Star Convertible Frost-Free Double Door Refrigerator (HRF-2783BKS-E, Black Brushline)","21,990",,More Buying Choices,https://www.amazon.in/Haier-Convertible-Frost-Free-Refrigerator-HRF-2783BKS/dp/B08D9NPXY6/ref=sr_1_238?dchild=1&keywords=refrigerator&qid=1613575511&sr=8-238
"Whirlpool 265 L 2 Star Frost-Free Double Door Refrigerator (NEO 278H PRM WINE ABYSS (2S)-N, Wine)","22,490",3.9 out of 5 stars,41,https://www.amazon.in/Whirlpool-NEO-278H-WINE-ABYSS/dp/B083JND1CD/ref=sr_1_239?dchild=1&keywords=refrigerator&qid=1613575511&sr=8-239
"(Renewed) Whirlpool 240 L Frost Free Multi-Door Refrigerator(FP 263D Protton Roy, Alpha Steel)","20,817",,,https://www.amazon.in/Whirlpool-Multi-Door-Refrigerator-263D-Protton/dp/B07P41LZKN/ref=sr_1_240?dchild=1&keywords=refrigerator&qid=1613575511&sr=8-240
"Panasonic 194 L 3 Star Inverter Direct-Cool Single Door Refrigerator (NR-A193VMX1, Maroon Hairline)","14,523",,,https://www.amazon.in/Panasonic-Inverter-Direct-Cool-Refrigerator-NR-A193VMX1/dp/B084K3G98M/ref=sr_1_241?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-241
"Koryo 225 L 3 Star Direct Cool Single Door Refrigerator (KDR250S3, Silver)","11,562",3.9 out of 5 stars,16,https://www.amazon.in/Koryo-Direct-Single-Refrigerator-KDR250S3/dp/B07VT82VPR/ref=sr_1_242?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-242
"LG 260 L 2 Star Smart Inverter Frost-Free Double Door Refrigerator (GL-T292RBCY, Blue Charm, Convertible)","26,490",2.2 out of 5 stars,4,https://www.amazon.in/LG-Frost-Free-Refrigerator-GL-T292RBCY-Convertible/dp/B08523K477/ref=sr_1_243?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-243
"Samsung 253L 2 Star Inverter Frost Free Double Door Refrigerator (RT28T3922R8/HL, Blooming Saffron Red, Convertible)","23,890",4.1 out of 5 stars,199,https://www.amazon.in/Samsung-Refrigerator-RT28T3922R8-HL-Convertible/dp/B08345P94R/ref=sr_1_244?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-244
"Haier 220 L 3 Star Direct-Cool Single Door Refrigerator (HRD-2203CTS-E, Titanium Steel)","16,694",,,https://www.amazon.in/Haier-Direct-Cool-Refrigerator-HRD-2203CTS-Titanium/dp/B088PH3V6X/ref=sr_1_245?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-245
"Samsung 192 L 2 Star Direct-Cool Single Door Refrigerator (RR19T2Z2B6R/NL, Mystic Overlay Red)","15,725",5.0 out of 5 stars,1,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR19T2Z2B6R-NL/dp/B0845BHZMX/ref=sr_1_246?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-246
"Haier 242 L 3 Star Inverter Direct-Cool Single Door Refrigerator (HRD-2423CIS-E, Inox Steel)","18,470",5.0 out of 5 stars,1,https://www.amazon.in/Haier-Inverter-Direct-Cool-Refrigerator-HRD-2423CIS/dp/B088PGSNPL/ref=sr_1_247?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-247
"LG 188 L 3 Star Inverter Direct-Cool Single Door Refrigerator (GL-D191KSDX, Scarlet Dazzle)","15,690",4.2 out of 5 stars,56,https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-D191KSDX/dp/B084Y6M9KN/ref=sr_1_248?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-248
"LG 188 L 3 Star Inverter Direct-Cool Single Door Refrigerator (GL-B191KSDX, Scarlet Dazzle)","14,490",3.8 out of 5 stars,98,https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-B191KSDX/dp/B084YD7ZP2/ref=sr_1_249?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-249
"Haier 570 L Inverter Frost-Free Side-by-Side Refrigerator with Twin Inverter Technology (HRF-622CG, Chocolate Glass)","78,999",5.0 out of 5 stars,3,https://www.amazon.in/Haier-Frost-Free-Refrigerator-HRF-622CG-Chocolate/dp/B088PGZ7SS/ref=sr_1_250?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-250
"Whirlpool 215 L 4 Star Inverter Direct-Cool Single Door Refrigerator (230 IMPRO PRM 4S INV ALPHA STEEL, Alpha Steel)","16,990",4.5 out of 5 stars,9,https://www.amazon.in/Whirlpool-230-IMPRO-ALPHA-STEEL/dp/B087MF5ZFV/ref=sr_1_251?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-251
"Samsung 192 L 3 Star Direct-Cool Single Door Refrigerator (RR20T182YR8/HL, Saffron Red)","15,300",3.0 out of 5 stars,6,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR20T182YR8-HL/dp/B0845FKZKH/ref=sr_1_252?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-252
"Panasonic 336 L 3 Star ( 2019 ) Inverter Frost-Free Double-Door Refrigerator (NR-BG341PLW3, Lily Wine)","37,701",,,https://www.amazon.in/Panasonic-Frost-Free-Double-Door-Refrigerator-NR-BG341PLW3/dp/B07GM7P3X4/ref=sr_1_253?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-253
"CROMA 2 Star 2020 Direct Cool Single Door Refrigerator (CRAR0216, Brushline Silver, 190 L)","11,290",3.7 out of 5 stars,16,https://www.amazon.in/Direct-Single-Refrigerator-CRAR0216-Brushline/dp/B07WS6ZWX8/ref=sr_1_254?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-254
"(Renewed) LG 215 L 5 Star Inverter Direct Cool Single Door Refrigerator (GL-D221ABGY, Blue Glow)","15,972",,,https://www.amazon.in/Renewed-LG-Inverter-Refrigerator-GL-D221ABGY/dp/B082Q366XF/ref=sr_1_255?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-255
"Whirlpool 300 L Frost-Free Multi-Door Refrigerator (FP 313D PROTTON ROY, Steel Onyx)","30,490",4.2 out of 5 stars,94,https://www.amazon.in/Whirlpool-Refrigerator-313D-PROTTON-ROY/dp/B083RPPSQF/ref=sr_1_256?dchild=1&keywords=refrigerator&qid=1613575514&sr=8-256
"LG 190 L 5 Star Inverter Direct-Cool Single Door Refrigerator (GL-B201ARSZ, Russet Sheen)","17,190",,,https://www.amazon.in/LG-Inverter-Direct-Cool-Refrigerator-GL-B201ARSZ/dp/B084TGP3XS/ref=sr_1_257?dchild=1&keywords=refrigerator&qid=1613575519&sr=8-257
"Whirlpool 200 L 4 Star Inverter Direct-Cool Single Door Refrigerator (215 ICEMAGIC PRO PRM 4S INV, Argyle Black)","15,240",3.0 out of 5 stars,5,https://www.amazon.in/Whirlpool-Refrigerator-215-PRM-INV/dp/B0851VPC66/ref=sr_1_259?dchild=1&keywords=refrigerator&qid=1613575519&sr=8-259
"Haier 195 L 4 Star Direct-Cool Single Door Refrigerator (HRD-1954CAG-E, Artistic Glass)","17,490",,,https://www.amazon.in/Haier-Direct-Cool-Refrigerator-HRD-1954CAG-Artistic/dp/B088PF1YHD/ref=sr_1_260?dchild=1&keywords=refrigerator&qid=1613575519&sr=8-260
"Whirlpool 215 L 4 Star Inverter Direct-Cool Single Door Refrigerator (230 IMPRO ROY 4S INV WINE FLUME, Wine Flume)","17,990",4.0 out of 5 stars,15,https://www.amazon.in/Whirlpool-230-IMPRO-WINE-FLUME/dp/B086H32M21/ref=sr_1_261?dchild=1&keywords=refrigerator&qid=1613575519&sr=8-261
"Godrej 190 L 4 Star Inverter Direct-Cool Single Door Refrigerator with Base Drawer (RD 1904 PTDI 43 DI GLASS BLUE, Glass Blue, Inverter Compressor)","15,490",4.2 out of 5 stars,7,https://www.amazon.in/Godrej-1904-PTDI-GLASS-BLUE/dp/B08GD94L1D/ref=sr_1_262?dchild=1&keywords=refrigerator&qid=1613575519&sr=8-262
"Samsung 390 L 3 Star Inverter Frost-Free Double Door Refrigerator (RT39T551ES8/TL, Brown)","45,600",,,https://www.amazon.in/Samsung-Frost-Free-Refrigerator-RT39T551ES8-TL/dp/B087QQ5CL8/ref=sr_1_263?dchild=1&keywords=refrigerator&qid=1613575519&sr=8-263
"Haier 195 L 3 Star Direct-Cool Single Door Refrigerator (HRD-1953CRF-E, Red Freesia)","14,318",3.0 out of 5 stars,1,https://www.amazon.in/Haier-Direct-Cool-Refrigerator-HRD-1953CRF-Freesia/dp/B088PGW4F9/ref=sr_1_264?dchild=1&keywords=refrigerator&qid=1613575519&sr=8-264
"Godrej 192 L 5 Star Inverter Direct-Cool Single Door Refrigerator (RD EDGENEO 207E 53 THI AQ BL, Aqua Blue)","16,790",,,https://www.amazon.in/Godrej-Refrigerator-EDGENEO-207E-THI/dp/B08JHD39GV/ref=sr_1_265?dchild=1&keywords=refrigerator&qid=1613575519&sr=8-265
"Whirlpool 200 L 3 Star Direct-Cool Single Door Refrigerator (215 IMPC ROY 3S SAPPHIRE RADIANCE, Sapphire Radiance)","15,740",3.9 out of 5 stars,4,https://www.amazon.in/Whirlpool-215-IMPC-SAPPHIRE-RADIANCE/dp/B0851VB3YB/ref=sr_1_266?dchild=1&keywords=refrigerator&qid=1613575519&sr=8-266
"Samsung 253L 2 Star Inverter Frost Free Double Door Refrigerator (RT28T3782UT/HL, Pebble Blue, Convertible)","23,190",4.3 out of 5 stars,434,https://www.amazon.in/Samsung-Refrigerator-RT28T3782UT-HL-Convertible/dp/B08346J6T3/ref=sr_1_267?dchild=1&keywords=refrigerator&qid=1613575519&sr=8-267
"Relanco Mini Portable Automatic Electric Cooler and Warmer Car Refrigerator (5 L, 4.4)","2,999",,,https://www.amazon.in/Relanco-Portable-Automatic-Electric-Refrigerator/dp/B08CN48B51/ref=sr_1_268?dchild=1&keywords=refrigerator&qid=1613575519&sr=8-268
"Samsung 253 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT28T3122S9/HL, Refined Inox(Matt Doi Metal), Base Stand with Drawer))","22,990",,,https://www.amazon.in/Samsung-Frost-Free-Refrigerator-RT28T3122S9-HL/dp/B0846CYS4N/ref=sr_1_270?dchild=1&keywords=refrigerator&qid=1613575519&sr=8-270
"Godrej 190 L 3 Star Direct-Cool Single Door Refrigerator (RD 1903 PTD 33 GL BL, Glass Blue, Base stand with drawer, Inverter Compressor)","14,990",4.0 out of 5 stars,34,https://www.amazon.in/Godrej-Direct-Cool-Refrigerator-1903-PTD/dp/B08618MW9N/ref=sr_1_271?dchild=1&keywords=refrigerator&qid=1613575519&sr=8-271
"Haier 190 L 2 Star Direct-Cool Single Door Refrigerator (HRD-1902PRS-E, Red Serenity)","13,999",3.5 out of 5 stars,16,https://www.amazon.in/Haier-Direct-Cool-Refrigerator-HRD-1902PRS-Serenity/dp/B0844941MX/ref=sr_1_272?dchild=1&keywords=refrigerator&qid=1613575519&sr=8-272
"Godrej 196 L 3 Star ( 2019 ) Direct Cool Single Door Refrigerator(RD 1963 PT 3.2 DRM SCR, Scarlet Dremin)","13,674",4.3 out of 5 stars,75,https://www.amazon.in/Godrej-1963-3-2-DRM-SCR/dp/B07C5PTP3B/ref=sr_1_273?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-273
"Whirlpool 260 L Frost Free Multi-Door Refrigerator(FP 283D Protton Roy, Alpha Steel)","26,990",4.1 out of 5 stars,342,https://www.amazon.in/Whirlpool-Refrigerator-283D-Protton-Roy/dp/B078YL5K8D/ref=sr_1_274?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-274
"Samsung 212 L 3 Star Direct-Cool Single Door Refrigerator (RR22T285YR8/NL, SAFFRON RED)","17,990",,,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR22T285YR8-NL/dp/B0846GJ4YC/ref=sr_1_275?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-275
"Whirlpool 292 L 2 Star Frost-Free Double Door Refrigerator with Glass Door (NEOFRESH GD PRM 305 2S, Crystal Black)","27,490",4.0 out of 5 stars,55,https://www.amazon.in/Whirlpool-Frost-Free-Refrigerator-PRM-305/dp/B084XMM69K/ref=sr_1_276?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-276
MYRA Freezer Chiller Door for Godrej Edge Pro 190 L Refrigerator (Clear),648,3.5 out of 5 stars,2,https://www.amazon.in/MYRA-Godrej-Edge-Pro-190/dp/B08CVRXHF8/ref=sr_1_277?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-277
"Panasonic 194 L 3 Star Inverter Direct-Cool Single Door Refrigerator (NR-A193VFAX1, Blue Floral)","15,453",,,https://www.amazon.in/Panasonic-Inverter-Direct-Cool-Refrigerator-NR-A193VFAX1/dp/B084K3MHP2/ref=sr_1_278?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-278
"Samsung 198 L 4 Star Inverter Direct-Cool Single Door Refrigerator (RR21T2G2X9U/HL, Paradise Blue)","16,269",3.6 out of 5 stars,3,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR21T2G2X9U-HL/dp/B08445QNN1/ref=sr_1_279?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-279
"Haire 53 L 2 Star Direct Cool Single Door Refrigerator (HR-65KS, Black) 2020","9,999",4.0 out of 5 stars,1,https://www.amazon.in/Haire-Direct-Single-Refrigerator-HR-65KS/dp/B08JGZ7L44/ref=sr_1_280?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-280
"LG 190 L 3 Star Direct-Cool Single Door Refrigerator (GL-B201ABPD, Blue Plumeria)","15,999",4.0 out of 5 stars,20,https://www.amazon.in/LG-Direct-Cool-Refrigerator-GL-B201ABPD-Plumeria/dp/B084S8FKWZ/ref=sr_1_281?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-281
"Whirlpool 265 L 3 Star Inverter Frost-Free Double Door Refrigerator (IF INV CNV 278 COOL ILLUSIA (3s)-N, Grey)","22,150",1.0 out of 5 stars,1,https://www.amazon.in/Whirlpool-INV-CNV-COOL-ILLUSIA/dp/B087K31DVQ/ref=sr_1_282?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-282
"Samsung 324 L 2 Star Inverter Frost-Free Double Door Refrigerator (RT34T4542S9/HL, Refined Inox, Convertible)","35,000",,,https://www.amazon.in/Samsung-Frost-Free-Refrigerator-RT34T4542S9-Convertible/dp/B0846CXD1T/ref=sr_1_283?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-283
"Samsung 198 L 4 Star Inverter Direct-Cool Single Door Refrigerator (RR21T2G2XCU/HL, Camellia Blue)","16,500",4.0 out of 5 stars,1,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR21T2G2XCU-HL/dp/B0844664FW/ref=sr_1_284?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-284
"Whirlpool 355 L 3 Star Frost Free Double Door Refrigerator (IF PRO BM INV 370 ELT+, Steel Onyx, Bottom Freezer)","39,490",3.7 out of 5 stars,20,https://www.amazon.in/Whirlpool-PRO-INV-370-ELT/dp/B08CR9PWVQ/ref=sr_1_285?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-285
"LG 188 L 3 Star Direct-Cool Single Door Refrigerator (GL-B191KDSD, Dazzle Steel, Fastest Ice Making)","13,740",3.0 out of 5 stars,1,https://www.amazon.in/LG-Direct-Cool-Refrigerator-GL-B191KDSD-Fastest/dp/B084XZL4HN/ref=sr_1_286?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-286
"Haier 276 L 3 Star Inverter Frost-Free Double Door Refrigerator (HRB-2964PBG-E, Black Glass, Bottom Freezer)","29,500",3.9 out of 5 stars,10,https://www.amazon.in/Haier-Inverter-Frost-Free-Refrigerator-HRB-2964PBG/dp/B088PGMP5X/ref=sr_1_287?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-287
"Samsung 198 L 5 Star Inverter Direct-Cool Single Door Refrigerator (RR21T2H2W9U/HL, Paradise Blue, Base Stand with Drawer)","17,999",4.2 out of 5 stars,4,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR21T2H2W9U-HL/dp/B0844664FM/ref=sr_1_288?dchild=1&keywords=refrigerator&qid=1613575524&sr=8-288
"Godrej 210 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RD EDGEPRO 225C 33 TAF PL WN, Prism Wine)","16,790",3.9 out of 5 stars,6,https://www.amazon.in/Godrej-Refrigerator-EDGEPRO-225C-TAF/dp/B0861983GK/ref=sr_1_289?dchild=1&keywords=refrigerator&qid=1613575527&sr=8-289
"LG 360 L 3 Star Inverter Linear Frost-Free Double Door Refrigerator (GL-T402JDS3, Dazzle Steel, Convertible)","38,990",4.4 out of 5 stars,84,https://www.amazon.in/LG-Frost-Free-Refrigerator-GL-T402JDS3-Convertible/dp/B084PPZXBX/ref=sr_1_291?dchild=1&keywords=refrigerator&qid=1613575527&sr=8-291
"Whirlpool 265 L 3 Star Inverter Frost-Free Double Door Refrigerator (INTELLIFRESH INV CNV 278 3S, Wine Flume, Convertible)","26,039",3.8 out of 5 stars,44,https://www.amazon.in/Whirlpool-Refrigerator-INV-CNV-278/dp/B08CS9R1XJ/ref=sr_1_292?dchild=1&keywords=refrigerator&qid=1613575527&sr=8-292
"Whirlpool 330 L Frost Free Multi-Door Refrigerator(FP 343D Protton Roy, Alpha Steel)","33,990",4.0 out of 5 stars,262,https://www.amazon.in/Whirlpool-Refrigerator-343D-Protton-Roy/dp/B078YJXPCF/ref=sr_1_293?dchild=1&keywords=refrigerator&qid=1613575527&sr=8-293
"Croma 225 L 2 Star (2020) Direct Cool Single Door Refrigerator (CRAR0214, Black)","12,990",3.8 out of 5 stars,20,https://www.amazon.in/Croma-Direct-Single-Refrigerator-CRAR0214/dp/B07N857D8B/ref=sr_1_294?dchild=1&keywords=refrigerator&qid=1613575527&sr=8-294
ANTARKHOJ 7.5 L Electronic Mini CAR Cooling and Warming Refrigerator Portable Freezer Cooler Warmer Fridge Food and Drinks Electric Fridge Heater Refrigerator,"3,799",,,https://www.amazon.in/ANTARKHOJ-Electronic-Refrigerator-Portable-Electric/dp/B08VWFXSSR/ref=sr_1_295?dchild=1&keywords=refrigerator&qid=1613575527&sr=8-295
"Samsung 265 L 3 Star Inverter Frost-Free Double Door Refrigerator (RT30T3A23UT/HL, Pebble Blue, Convertible)","29,900",3.7 out of 5 stars,5,https://www.amazon.in/Samsung-Frost-Free-Refrigerator-RT30T3A23UT-Convertible/dp/B0846CVMFG/ref=sr_1_296?dchild=1&keywords=refrigerator&qid=1613575527&sr=8-296
"Samsung 215 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RR22T3Y2YS8/HL, Elegant Inox(Light Doi Metal))","15,990",3.7 out of 5 stars,6,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR22T3Y2YS8-HL/dp/B08445TXDN/ref=sr_1_297?dchild=1&keywords=refrigerator&qid=1613575527&sr=8-297
"Samsung 230 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RR24T287YCU/NL, Camellia Blue)","19,565",3.0 out of 5 stars,2,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR24T287YCU-NL/dp/B0845BRHYR/ref=sr_1_298?dchild=1&keywords=refrigerator&qid=1613575527&sr=8-298
"Godrej 190 L 5 Star ( 2019 ) Direct Cool Single Door Refrigerator(R D EPro 205 TAI 5.2 BRZ WIN, Breeze Wine, Inverter Compressor)","16,809",4.2 out of 5 stars,85,https://www.amazon.in/Godrej-EPro-205-TAI-5-2/dp/B07CNRDFKD/ref=sr_1_299?dchild=1&keywords=refrigerator&qid=1613575527&sr=8-299
"LG 594 L Inverter Wi-Fi Frost-Free Side-By-Side Refrigerator (GC-B22FTLPL, Shiny Steel)","98,990",4.1 out of 5 stars,6,https://www.amazon.in/LG-Inverter-Frost-Free-Refrigerator-GC-B22FTLPL/dp/B07V2RSJF7/ref=sr_1_300?dchild=1&keywords=refrigerator&qid=1613575527&sr=8-300
"Whirlpool 260 L Frost-Free Multi-Door Refrigerator (FP 283D PROTTON ROY COOL ILLUSIA (N), Grey)","27,490",,,https://www.amazon.in/Whirlpool-283D-PROTTON-COOL-ILLUSIA/dp/B087K31DVP/ref=sr_1_301?dchild=1&keywords=refrigerator&qid=1613575527&sr=8-301
